"id","pet_name","latin_name","city","colour","participant_age","participant_gender","participant_siblings","head_height","head_lateral","head_front","snout_length","snout_height","snout_width","ear_length","nose_width","nose_height","eye_diameter","head_body_length","chest_length","chest_height","front_leg_length","hind_leg_length","manipulate","fur_thickness","fur_sofness","touch","smell","smiling","posture","stranger_comfort","owner_comfort"
"1001","Citronelle","Nunursus citronellus","paris","7",29,"1",0,6.05,8.35,5.99,0.6,2.07,2.48,1.42,1.01,0.6,0.94,13.92,9.85,7.2,5.94,5.35,2,2,6,1,1,"0","2",0.125,0.75
"1002","Chonchon","Nunursus ronchonus","paris","9",34,"1",2,11.94,13.49,10.99,5.72,5.21,5.84,2.63,1.6,1.27,1.6,24.43,12.19,9.17,9.7,10.48,5,3,4,4,3,"0","2",0.875,NA
"1003","Nenuphar","Nunursus amandus","paris","15",60,"2",0,10.96,12.97,7.27,4.34,5.34,7.08,2.38,2.79,1.82,0.42,27.02,12.57,8.21,10.42,11.89,4,2,2,3,3,"1","1",0.375,NA
"1004","Tinounousse","Nunursus tinus","paris","8",69,"1",2,8.23,10.6,5.97,3.43,5.03,5.65,1.75,0.97,0.91,0.74,18.92,7.57,6.61,6.26,6.88,4,4,3,4,3,"1","2",0.6875,NA
"1005","Noeuneuille","Nunursus noeuneuillus","paris","8",66,"2",4,14.75,16.03,8.85,7.33,6.25,7.57,2.51,1.67,0.98,1.37,29.85,12,9.34,12.01,10.1,4,4,4,4,2,"1","2",0.75,NA
"1006","patate","Nunursus patus","paris","9",31,"1",3,10.94,14.28,9.68,5.05,6.72,6.74,2.79,2.69,1.57,1.21,25.22,10.58,8.12,8.07,9.21,4,3,4,4,3,"1","1",0.75,NA
"1008","Roudoudou","Nunursus mollis","paris","9",10,"1",1,16.71,19.21,16.09,4.18,6.85,9.86,2.76,1.11,0.81,1.48,37.76,18.65,19.1,15.85,13.66,4,3,4,5,5,"0","2",0.625,NA
"1010","Nounours","Nunursus calinus","dijon","7",5,"2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,5,"1","1",NA,0.5
"1012","Cookie","Nunursus cookinus","dijon","7",5,"1",1,8.89,8.76,7.35,2.21,3.48,4.42,2.12,1.36,1.11,0.65,20.62,11.01,7.68,6.03,7.51,5,3,5,5,4,"1","2",0.625,0.75
"1013","Poileau","Nunursus poilus","dijon","8",10,"2",1,17.99,22.59,12.9,8.51,9.07,12.75,4.4,7.3,4.46,1.07,41.4,17.14,12.11,20.72,16.52,4,4,3,3,3,"0","2",0.375,0.625
"1017","Hubert","Nunursus huberus","dijon","7",21,"1",1,10.52,12.44,9.27,4.85,5.51,6.49,2.52,2.53,1.69,0.85,27.03,13.73,11.8,12.96,13.19,4,4,3,4,4,"1","2",0.5,NA
"1019","Choupinou","Nunursus choupinus","dijon","15",38,"1",1,13.77,14.9,8.56,4.46,6.4,8.41,1.49,3.73,2.16,1.14,27.39,12.72,9.48,9.62,10.21,5,3,5,5,4,"1","1",0.75,NA
"1021","Gregoire","Nunursus gregoirus","dijon","12",10,"1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,5,2,"1","1",NA,0.5
"1022","Bob","Nunursus bobus","dijon","7",10,"1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,2,"1","3",NA,0.875
"1025","Toutdoux","Nunursus toutdouxus","dijon","8",48,"2",3,8.3,9.81,5.21,3.24,4.76,5.15,1.25,1.74,1.13,0.9,16.61,7.18,7.27,4.77,8.76,4,2,3,4,1,"1","2",0.125,0.75
"1026","felix","Nunursus felixus","dijon","5",13,"1",2,9.67,10.48,9.82,3.56,5.4,4.6,2.85,1.36,1.14,0.33,21.13,9.7,8.12,8.47,8.94,5,3,7,4,5,"0","1",1,0.875
"1027","Timmy","Nunursus timinus","dijon","7",9,"1",3,11.43,13.21,11.26,3.53,5.52,6.68,4.01,1.26,1.13,1.11,27.79,12.51,11.55,12.92,14.18,4,5,4,3,5,"0","2",NA,1
"1034","Winnie","Nunursus verbagettus","dijon","9",5,"2",1,22.06,26.41,22.84,13.57,12.73,15.23,5.57,6.66,5.61,1.95,51.98,26.59,26.22,22.08,24.89,2,3,5,5,2,"1","2",0.59375,NA
"1036","Newspaper","Nunursus editorius","dijon","9",35,"1",0,23.25,28.93,19.41,10.44,9.2,10.95,6.47,4.08,2.81,2.24,44.32,26.13,24.45,14.98,19.72,5,3,5,4,4,"1","2",1,NA
"1037","plumerose","Nunursus pleindepoilus","dijon","7",12,"1",0,27.82,31.05,23.64,14.45,15.04,14.51,6.4,7.78,5.6,1.55,67.98,28.13,27.6,32.08,31.41,2,5,5,5,2,"1","1",0.375,NA
"1038","Oscar","Nunursus oscarus","dijon","8",3,"2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,5,"1","6",NA,1
"1039","Noireau","Nunursus nicolus","dijon","11",37,"1",1,12.9,10.86,9.01,4.53,7.02,5.99,3.1,2.25,1.64,0.49,31.94,6.96,7.22,7.37,8.73,1,2,2,1,1,"0","3",0.0625,0.875
"1040","Robert","Nunursus robertus","dijon","8",16,"1",1,8.17,11.6,7.12,2.31,5.36,6.45,2,1.55,1.34,1.26,23.74,9.43,6.07,7.31,9.78,5,3,5,5,2,"0","2",0.625,0.75
"1041","Lapinours","Nunursus pupunurs","dijon","8",14,"2",2,11.57,14.53,8.21,5.59,6.92,8.3,3.19,3.41,2.2,0.69,28.58,19.42,8.55,8.68,10.53,5,1,6,5,2,"1","5",0.5,1
"1045","Monsieur Nounours","Nunursus eleganhis","dijon","15",50,"1",1,12.26,12.76,12.89,3.79,5.53,6.85,2.95,2.64,1.7,1.24,27.51,12.64,11.14,11.63,7.82,2,1,1,1,1,"0","1",0.25,NA
"1046","Leo","Nunursus mignonus","dijon","10",23,"1",1,13.42,12.33,12.19,2.37,5.62,6.64,3.49,1.35,1.47,1.57,24.79,12.66,12.14,10.64,11.16,5,3,4,5,5,"0","2",0.875,NA
"1048","Toto","Nunursus toti","dijon","10",8,"2",2,12.96,17.76,16.4,4.99,7.25,8.74,3.65,2.14,1.07,1.12,29.65,16.17,14.85,10.69,9.93,3,3,3,3,1,"1","1",0.375,NA
"1049","Ti chou","Nunursus triangulus","dijon","9",45,"1",0,20.67,23.93,20.74,5.43,5.39,6.94,5.34,2.14,1.33,1.55,42.98,17.79,16.55,13.94,16.55,5,3,3,4,3,"0","2",0.375,NA
"1054","Ruban","Nunursus rubanus","dijon","9",5,"2",1,12.31,13.03,10.44,4.95,6.31,6.67,4.16,2.28,1.58,1.14,26.72,12.31,9.81,7.81,8.48,3,4,2,3,3,"0","1",0.3125,NA
"1055","petit coeur","Nunursus ours blancus","dijon","7",9,"1",1,9.14,14.22,7.02,3.34,4.95,6.43,2.87,1.58,1.08,0.71,20.82,9.94,7.12,6.04,8.73,5,6,4,5,4,"0","1",0.875,NA
"1056","Bubu","Nunursus bubus ours blancus","dijon","7",7,"2",1,20.42,22.83,18.12,11.47,10.79,11.83,7.21,5.47,3.9,0.52,52.92,22.11,18.85,28.32,28.82,5,3,4,5,3,"1","2",0.5,1
"1057","Truffe","Nunursus hirsuf","dijon","10",19,"2",2,4.5,5.12,4.07,0.82,2.66,3.08,1.22,1.14,0.91,0.9,9.75,3.72,1.08,1.17,0.18,4,2,3,3,1,"0","5",0.3125,NA
"1059","Gabriel","Nunursus calinus","dijon","7",5,"2",1,7.08,7.94,7.83,3.36,2.93,3.7,1.61,1.12,0.89,0.87,14.07,7.36,6.35,5.55,5.17,4,2,6,5,4,"-1","1",NA,0.75
"1062","nounourson","Nunursus nunursus","dijon","7",9,"2",2,13.6,11.66,11.55,7.73,6.65,5.19,1.91,3.07,1.6,0.74,35.65,13.65,12.69,15.08,14.9,5,5,6,5,5,"0","3",0.75,0.75
"1063","Teddy","Nunursus tedus","dijon","8",12,"1",2,12.05,11.96,10.55,4.08,5.19,5.66,2.98,1.01,0.97,1.28,23.37,9.69,7.67,8.95,5.7,3,2,2,3,3,"0","2",0.375,NA
"1066","Jigorokano","Nunursus malosinus","dijon","7",11,"2",1,9.76,11.48,9.9,3.76,5.38,4.63,2.05,1.79,1.54,0.98,19.07,10.04,8.21,5.81,9.27,5,2,4,4,5,"1","2",0.625,0.625
"1067","ours blanc","Nunursus ours blancus","dijon","7",9,"2",0,13.14,15.86,11.74,6.89,6.71,10.43,4.23,4.32,1.83,0.68,31.38,12.45,12.36,13.36,11.57,4,2,4,3,3,"0","1",0.5,0.75
"1069","Sucette","Nunursus sucettus","dijon","8",4,"1",3,18.67,18.52,16.78,8.52,7.88,9.06,5.68,3.64,2.77,1.73,44.28,17.42,11.74,16.8,22.7,5,3,3,5,1,"1","1",NA,0.5
"1070","Nounoursinou","Nunursus nounoursinus","dijon","8",8,"1",1,13.12,14.63,7.46,4.59,4.2,5.66,3.59,1.16,1.21,1.29,26.26,14.58,7.72,10.46,12.96,5,6,3,2,4,"1","2",NA,0.875
"1077","Pandinou","Nunursus pandinus","dijon","12",9,"2",1,9.29,11.74,9.36,5.24,4.59,4.72,2.98,1.45,0.71,1.18,20.66,10.3,8.94,7.18,7.27,3,3,5,5,2,"1","1",0.625,NA
"1079","Unicef","Nunursus unicefus","dijon","9",44,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,5,"1","1",NA,0.75
"1081","Soly","Nunursus solyminus","dijon","8",10,"2",1,4.97,5.61,3.59,2.19,2.68,3.29,1.49,0.89,0.75,0.38,11.66,5.19,4.14,4.72,4.93,5,3,5,4,4,"1","5",0.75,NA
"1082","Samy","Nunursus samynus","dijon","8",7,"2",1,8.5,7.98,5.69,2.87,4.72,4.75,3.69,1.21,1.59,0.57,21.25,7.84,5.79,6.68,7.38,4,4,5,4,4,"0","5",0.5,NA
"1083","Tyss","Nunursus lupius","dijon","8",11,"2",1,22.97,23.52,22.62,10.41,11.21,12.22,9.12,5.24,3.28,2.26,50.36,20.81,13.58,17.48,38.83,2,1,4,5,1,"1","6",0.5625,NA
"1084","Ours eclair","Nunursus eclairus","dijon","8",8,"2",1,15.49,17.91,8.7,8.5,10.33,11.79,3.09,6.27,5.41,1.62,43.56,15.41,12.97,21.28,19.15,2,3,5,3,1,"0","4",0.625,NA
"1093","Bouboule","Nunursus bouboulus","dijon","5",9,"1",1,9,10.1,8,3.03,4.47,6.44,2.26,2.9,2.04,0.47,19.27,10.14,5.7,7.03,7.44,4,5,7,4,3,"1","2",NA,0.75
"1097","oliver","Nunursus solecequantum","dijon","8",32,"2",1,5.33,6.08,3.36,1.68,3.29,3.83,1.9,1.23,0.88,0.52,14.22,5.17,4.3,5.41,5.88,5,2,3,2,4,"1","1",0.375,NA
"1100","Feuille de bambou","Nunursus bambulus","dijon","7",18,"2",2,14.08,15.79,15.15,6.83,8.14,6.01,3.16,2.83,2.13,1.44,32.36,18.01,14.46,11.79,13.31,5,4,4,4,5,"1","2",0.875,0.875
"1101","caribou","Nunursus caribeum","dijon","13",18,"1",2,7.33,6.94,6.27,1.2,3.5,3.82,1.12,0.73,1.2,0.44,17.85,7.12,6.33,6.83,9.22,2,2,6,5,3,"-1","1",0.5,0.625
"1104","boutchou","Nunursus boutchounus","dijon","13",13,"1",2,15.48,17.98,14.17,4.47,5.57,8.7,3.3,2.25,1.48,1.7,26.59,13.14,11.18,7.32,11.34,4,3,4,4,2,"0","2",NA,0.625
"132","Orelia","Nunursus oreli orea","brest","7",11,"2",2,11.99,15.04,14.45,6.59,6.98,6.97,3.19,4.16,3.31,1.02,29.49,15.55,17.34,12.68,12.43,3,5,6,5,3,"1","1",NA,1
"133","Fanta","Nunursus nasa astral","autre","7",11,"2",2,8.8,13,6.87,2.32,4.19,4.82,1.92,2.36,1.01,0.62,23.33,12.1,8.04,9.83,11.16,4,2,6,4,4,"1","1",NA,0.875
"138","jean_michel","Nunursus maxinasus","marseille","9",22,"2",2,10.72,11.72,10.58,3.67,4.65,5.5,3.27,1.1,1.24,0.79,23.37,8.49,6.53,12.75,10.51,5,4,6,5,3,"0","2",0.625,NA
"141","Grand ecart","Nunursus superflexum","marseille","8",19,"2",3,9.57,10.02,9.08,1.93,4.35,5.28,2.37,1.99,1.54,1.07,19.62,9.83,8.47,7.26,8.39,3,2,2,3,5,"-1","1",0.375,NA
"142","Solaire","Nunursus solaris","marseille","9",10,"2",0,6.59,9.83,7.65,3.95,3.65,4.13,1.52,1.62,0.99,1.1,14.95,7.35,6.71,4.65,6.25,1,5,3,3,3,"1","1",0.375,NA
"143","Croutdepus","Nunursus croutdepus","toulouse_albi","8",46,"2",2,7.05,7.21,5.56,1.4,2.36,3.68,1.79,1.59,0.95,1.03,13.17,6.22,2.5,3.55,4.41,3,2,2,2,2,"0","1",0.375,0.75
"144","marcel","Nunursus kikou","saint_denis_la_reunion","8",59,"1",3,14.45,14.64,10.39,3.42,6.68,8.31,5.31,1.98,2.18,1.04,31.56,12.31,11.33,17.52,13.34,3,5,4,4,5,"0","1",0.75,NA
"146","pinkie","Nunursus biscalinus","saint_denis_la_reunion","14",50,"1",0,14.37,16.81,11.83,2.4,4.01,5.29,4.45,1.67,1.25,1.65,26.27,14.61,10.52,9.74,14.18,4,3,3,3,5,"0","1",NA,0
"148","Canelle","Nunursus canelle","saint_denis_la_reunion","9",16,"1",2,9.76,11.44,8.53,3.22,4.47,5.55,2.23,1.78,1.06,1.01,14.44,10.05,6.01,6.19,6.74,4,3,5,4,3,"1","1",0.5,NA
"150","Kiki","Nunursus kikinus","brest","9",46,"1",2,10.59,10.12,7.18,1.88,4.02,6.45,1.81,1.47,0.82,1.43,24.65,7.8,4.33,9.28,10.2,4,3,4,4,4,"0","2",0.1875,0.875
"152","Mimi","Nunursus mimi","saint_denis_la_reunion","9",5,"3",1,8.36,10.5,8.13,2.55,4.39,5.28,2.52,1.07,1.04,0.72,18.65,9.81,8.91,8.01,7.33,4,2,5,4,3,"1","1",0.375,NA
"153","Hugochon","Nunursus hugochon","saint_denis_la_reunion","8",51,"1",0,10.44,10.87,10.83,2.48,2.9,4.85,3.88,0.98,0.63,1.25,21.41,9.18,8.46,12.55,10.52,4,2,2,2,2,"0","2",0.125,NA
"157","Pilot","Nunursus pilotus","saint_denis_la_reunion","9",28,"1",1,4.48,4.75,4.57,0.74,1.65,2.02,0.51,0.8,0.51,0.6,8.47,4.04,2.96,3.21,3.49,1,1,1,2,1,"0","2",0,NA
"158","Voilacte","Nunursus etoile","saint_denis_la_reunion","8",9,"1",1,8.76,8.42,8.55,1.77,4.43,4.08,1.61,1.39,0.68,0.58,17.38,8.2,6.63,6.17,5.97,3,1,2,3,2,"1","1",NA,0.5
"159","Coucou","Nunursus coucou","saint_denis_la_reunion","9",4,"1",0,12.48,14.73,15.35,6.9,6.77,7.83,3.46,1.51,0.93,1.02,31.48,15.55,15,13.02,14.44,5,4,6,5,5,"0","1",0.875,0.625
"164","ambiguitus","Nunursus radar","saint_denis_la_reunion","7",6,"2",0,9.26,9.88,8.84,2.28,3.9,4.13,4.92,1.45,1.01,1.03,18.69,7.55,7.13,4.84,5.51,2,2,2,2,4,"1","1",0.25,NA
"165","Maelle Nigen","Nunursus maelle nigen","saint_denis_la_reunion","7",5,"2",0,9.95,10.88,10.67,2.22,3.54,5.19,3.35,1.82,0.92,0.92,15.17,8.7,8.6,5.18,3.87,4,3,4,4,3,"0","1",0.25,NA
"166","Neige","Nunursus polaris","brest","7",41,"1",1,10.03,12.68,8.46,4.57,4.51,5,3.33,3.65,1.95,0.76,25.59,11,12,7.77,11.77,2,4,4,4,1,"1","2",0.5,NA
"168","Pullours","Nunursus pulloursus","toulouse_albi","9",57,"1",0,5.19,6.03,5.72,1.33,2.67,3.06,1.67,0.76,0.73,0.54,10.98,6.22,5.96,3.47,4.76,3,2,4,3,4,"0","1",0.5625,NA
"169","Inconu","Nunursus inconnu","saint_denis_la_reunion","10",57,"1",8,6.11,4.78,5.62,1.32,3.16,2.96,0.32,0.77,0.62,0.68,13.8,5.6,4.72,3.83,3.91,2,3,4,4,3,"0","1",0.625,NA
"170","Neige","Nunursus alba","saint_denis_la_reunion","7",8,"1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,"0","2",NA,0.375
"174","Trudi","Nunursus trudi","saint_denis_la_reunion","8",9,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,1,"0","1",NA,0.75
"175","Nico","Nunursus nicoliv","saint_denis_la_reunion","8",63,"1",4,10.6,8.38,4.66,0.86,3.97,2.41,3.15,0.67,0.44,1.02,16.07,6.63,5.8,5.24,6.23,3,2,3,3,2,"0","2",0.375,NA
"177","pooh","Nunursus wini","saint_denis_la_reunion","4",8,"1",1,31.7,27.32,25.66,12.17,12.69,12.43,5.93,7.64,4.72,2.07,68.31,32.34,32.15,26.28,24.58,5,2,6,5,5,"1","1",NA,0.625
"180","Camomille","Nunursus camomille","saint_denis_la_reunion","14",17,"1",7,11.96,13.7,8.25,3.23,4.96,7.58,3.28,1.7,1.25,0.85,25.86,11.47,13.79,13.74,10.73,5,3,3,3,5,"1","1",NA,0.5
"181","Nathalie","Nunursus nathalus","saint_denis_la_reunion","8",32,"1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,"0","1",NA,0.75
"182","fleur rose","Nunursus negapi","saint_denis_la_reunion","7",20,"1",2,12.44,16.09,11.08,4.5,4.48,6.04,3.14,1.92,1.47,1.01,18.35,12.63,13.85,7.08,7.12,5,4,6,5,3,"1","1",0.75,0.625
"185","Mister b","Nunursus mister b","saint_denis_la_reunion","4",16,"2",1,9.43,12.02,8.15,3.1,4.33,5.82,3.02,1.68,1.46,1.35,20.96,15.19,11.37,9.57,11.8,4,2,4,3,3,"0","2",0.5625,NA
"189","Nocibe","Nunursus nocibe","saint_denis_la_reunion","7",9,"1",6,15.71,18.5,16.25,4.38,8.44,12.14,4.19,3.9,3.64,1.43,33.34,13.57,12.79,11.25,11.19,5,3,3,3,2,"1","1",NA,0.625
"190","Titou","Nunursus titoursus","saint_denis_la_reunion","9",53,"2",4,17.58,18.73,17.49,3.63,8.02,9.95,5.74,2.03,2.92,1.16,44.21,16.13,15.46,22.5,18.1,1,3,2,2,2,"0","1",0.25,NA
"194","Audette","Nunursus audettus","saint_denis_la_reunion","1",10,"1",2,7.07,8.81,6.55,2.71,2.76,4.23,1.68,1.21,0.78,0.26,19.59,7.82,6.3,6.46,5.54,5,3,5,4,2,"0","2",0.75,0.875
"195","Nounourson","Nunursus jannine","saint_denis_la_reunion","2",14,"2",2,6.67,5.88,6.45,0.92,2.35,2.57,2.45,0.82,0.53,0.27,15.64,7.23,5.68,1.47,0.57,4,2,4,3,2,"1","6",NA,0.625
"196","Pollux","Nunursus poluxus","brest","9",40,"1",1,9.39,12.61,9.43,5.33,4.88,5.78,2.92,1.97,1.37,0.69,24.46,9.09,14.45,11.43,10.98,3,3,4,4,2,"1","1",NA,0.625
"198","Timy","Nunursus medicinus","saint_denis_la_reunion","9",8,"1",1,16.8,17.4,16.71,3.65,8.18,8.88,4.05,2.89,1.74,1.66,31.39,14.49,13.66,13.31,12.02,2,3,4,4,2,"0","1",0.5,NA
"200","Toto","Nunursus toto","saint_denis_la_reunion","10",9,"1",0,15.52,16.76,13.04,3.37,5.09,8.65,5.07,3.67,2.28,2.54,28.8,14.43,10.5,12.36,12.65,3,4,4,4,1,"1","2",NA,0.625
"202","Mignonus","Nunursus mignonus","saint_denis_la_reunion","7",13,"1",1,9.14,10.06,10.32,2.79,4.2,4.81,2.54,1.47,1.11,0.98,18.27,10.1,9.97,6.52,8.77,4,3,4,4,2,"0","2",0.625,NA
"206","Annie","Nunursus anninus","saint_denis_la_reunion","8",55,"1",0,10.99,10.48,10.63,3.87,5.22,6.8,3.56,2.19,3.18,1.2,22.25,11.17,10.52,9.72,9.97,4,4,3,3,4,"1","2",NA,0.75
"209","Bouboul","Nunursus bouboulus","saint_denis_la_reunion","7",10,"1",1,16.23,18.74,15.05,4.28,6.28,9.33,2.78,3.41,2.93,1.02,18.34,15.42,15.42,8.49,3.74,3,3,5,4,3,"1","1",0.25,NA
"210","Alba","Nunursus alba","angers","7",36,"1",0,11.1,9.85,9.43,1.78,3.49,4.18,4.07,1.1,0.81,1.37,19.74,7.62,6.69,7.97,6.22,5,3,6,5,1,"1","2",NA,0.875
"211","Lulu","Nunursus lulu","saint_denis_la_reunion","10",7,"2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,2,"1","2",NA,0.625
"215","Calin","Nunursus calinus","saint_denis_la_reunion","1",10,"2",1,8.15,7.38,7.18,1.74,3.74,2.94,2.4,1.04,0.62,0.27,17.9,10.5,7.98,8.13,7.66,4,1,7,5,3,"1","2",0.375,NA
"218","orson welles","Nunursus orsonus wellus","le_mans","7",45,"1",1,7.74,8.18,7.21,2.45,4.36,4.01,0.91,1.6,0.94,0.66,19.06,9.12,8.51,6.11,6.3,3,4,4,3,3,"0","1",0.375,NA
"220","calin","Nunursus calinunus","le_mans","2",45,"1",4,8.59,7.9,7.9,1.38,3.27,4.27,2.39,2.22,1.68,0.68,24.92,13.89,4.04,5.12,2.68,4,3,7,5,3,"1","6",0.75,NA
"221","Geremoisa","Nunursus geremoisa","saint_denis_la_reunion","15",17,"1",6,6.89,7.54,7.34,1.48,2.66,3.25,3.7,0.89,0.91,0.68,11.46,5.82,5.53,3.64,3.25,4,3,4,3,4,"0","1",1,NA
