"id","pet_name","latin_name","city","colour","participant_age","participant_gender","participant_siblings","head_height","head_lateral","head_front","snout_length","snout_height","snout_width","ear_length","nose_width","nose_height","eye_diameter","head_body_length","chest_length","chest_height","front_leg_length","hind_leg_length","manipulate","fur_thickness","fur_sofness","touch","smell","smiling","posture","stranger_comfort","owner_comfort"
"222","allez l’om","Nunursus nunursus olympikus massilia","marseille","2",30,"2",2,11.12,11.86,8.36,1.61,4.78,5.34,2.29,1.38,1.14,0.92,18.74,8.32,6.81,6.63,7.47,3,5,3,4,2,"0","1",0.625,NA
"225","Cajoline","Nunursus cajolinus","saint_denis_la_reunion","7",4,"2",1,12.13,12.53,11.23,2.31,3.69,5.27,3.58,1.54,0.95,1.05,24.99,12.76,10.63,9.32,5.46,3,2,2,3,4,"0","1",0.6875,NA
"227","Orange","Nunursus orangis","toulouse_albi","5",18,"1",0,10.23,10.08,6.93,1.62,5.18,5.22,2.52,0.79,0.65,0.83,20.36,8.12,6.82,7.63,9.44,3,3,4,4,3,"0","2",0.375,NA
"232","Gus","Nunursus gus","toulouse_albi","8",10,"2",1,14.15,13.5,11.24,6.49,5.64,6.77,5.2,2.33,2.02,1.4,29.81,10.66,15.63,13.57,13.4,3,4,4,3,1,"1","2",0.5,NA
"234","Rubanrose","Nunursus nunursus rubanus rosae","marseille","14",12,"1",1,17.02,18.31,12.87,7.19,6.46,7.72,3.79,4.08,3.22,2.18,38.91,17.32,12.27,12.84,20.79,4,3,3,3,3,"1","2",0.6875,NA
"237","Paddington","Nunursus paddingtonus","angers","9",5,"2",2,6.45,7.35,6.94,2.86,3.65,5.2,0.26,1.76,1.16,0.45,15.63,10.37,8.12,6.11,6.1,4,3,2,2,1,"1","2",0.125,NA
"238","Grand chapeau","Nunursus grand chapum","marseille","2",10,"2",0,18.93,15.67,15.35,3.76,7.43,7.92,3.21,3.92,2.12,0.98,42.84,19.33,12.4,9.26,5.07,5,1,6,5,5,"1","2",0.25,0.625
"242","Brutus","Nunursus brutus","saint_denis_la_reunion","9",27,"3",1,6.3,5.25,5.37,1.83,2.36,3.55,0.32,0.82,0.63,0.38,11.55,4.95,5.26,4.43,3.48,4,2,4,4,4,"1","1",0.5,NA
"245","Bleuette","Nunursus bleuette","saint_denis_la_reunion","7",9,"1",1,8.99,9.71,7.14,2.97,3.6,4.92,2.27,1.58,1.18,0.78,14.22,8.24,8.36,4.63,4.17,4,3,4,3,2,"0","1",0.25,NA
"247","Maxinasus","Nunursus maxinasus","marseille","8",20,"1",0,18.92,20.91,18.21,10.12,8.84,12.48,4.41,6.09,4.68,1.09,41.97,21.41,20.03,20.86,20.96,4,4,4,4,2,"0","2",0.75,NA
"248","Clavin","Nunursus calvisum","marseille","7",26,"2",2,10.76,14.23,12.56,6.48,6.06,6.96,2.67,3.85,2.59,1.44,26.12,13.51,13.4,10.77,13,4,2,3,3,4,"1","2",0.25,NA
"255","Mpanda","Nunursus mpanda","toulouse_albi","7",7,"2",1,22.47,26.74,25.11,10.37,9.4,9.7,3.83,3.42,2.35,2.46,49.03,26.73,26.02,17.4,15.32,5,3,7,5,5,"0","1",1,1
"256","Cravatte","Nunursus cravatus","saint_denis_la_reunion","3",6,"2",1,5.34,6.84,5.55,1.32,3.19,3.17,1.76,1.31,0.91,0.9,10.05,5.13,4.24,3.82,3.46,2,2,5,4,2,"0","1",0.125,NA
"262","Kalaï","Nunursus kala√Øus","marseille","6",10,"1",0,12.84,12.02,10.67,2.48,5.92,7.31,0.3,1.75,1.6,1.13,26.17,15.61,8.08,9.16,11.4,3,2,7,5,2,"1","2",NA,0.625
"264","pusheen","Nunursus pusheenus","le_mans","15",11,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,7,5,5,"1","1",NA,1
"266","Otium","Nunursus otium","toulouse_albi","13",5,"1",1,6.11,8.71,7.15,1.66,4.09,4.09,1.4,1.38,1.14,1.16,12.55,6.46,6,2.43,3.43,2,3,4,4,2,"0","1",0.125,NA
"268","Tout doux","Nunursus nounoursus toudoum","bordeaux","8",35,"1",0,11.36,14.13,9.62,3.92,4.21,7.03,3.25,2.23,1.33,0.99,26.21,8.28,12.14,10.72,11.91,5,3,6,5,2,"1","1",1,NA
"278","Ours de guerre","Nunursus bellum","angers","8",7,"1",2,14.36,18.18,17.15,5.56,7.04,8.49,3.38,2.93,3.08,1.83,32.22,17.52,14.23,11.57,15.53,3,3,2,2,1,"0","2",0.25,NA
"28","#Standard8","Nunursus delicatum","autre","7",29,"1",1,14.07,19.56,11.62,6.93,7.93,9.86,4.16,2.89,2.05,1.18,24.19,15.82,16.02,10.41,6.66,5,6,4,5,1,"-1","4",0.625,NA
"281","Duvetus","Nunursus duvetus lutecia","bordeaux","8",21,"3",0,9.11,11.51,8.4,4.83,5.69,7.46,2.57,1.13,0.95,0.45,21.73,11.06,10.25,9.14,11.3,5,5,5,4,3,"0","2",0.8125,NA
"283","Haricot","Nunursus minusculus albius","marseille","7",6,"1",0,6.03,4.77,4.79,1.98,2.94,3.09,1.73,1.33,0.93,0.64,9.63,5.36,5.39,4.18,3.93,3,4,3,3,3,"0","1",0.375,NA
"292","BB ours","Nunursus bibus","le_mans","9",12,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,5,5,"1","2",NA,0.75
"294","Chocolat","Nunursus choucoulatoum","autre","9",8,"1",1,7.45,7.91,6.75,3.69,4.59,4.53,1.23,2.03,1.64,0.28,17.48,7.46,6.52,5.02,6.52,5,3,6,5,4,"1","3",0.75,0.625
"295","Nounours","Nunursus polaris","saint_denis_la_reunion","8",5,"1",0,7.4,7.5,5.62,4.56,4.32,5.85,1.54,3.05,2.47,0.43,15.59,5.86,7,6.33,6.87,5,3,7,5,5,"0","2",NA,0.75
"298","Winnie l'ourson","Nunursus winnisus","limoges","4",45,"1",0,20.89,17.37,16.94,5.98,8.01,9.28,3.19,3.31,2.25,0.97,46.09,21.81,27.56,17.16,15.93,4,3,3,4,4,"1","1",NA,1
"300","Poilus","Nunursus poilus","bordeaux","8",7,"1",1,14.63,17.98,18.9,8.13,10.81,10.45,5.09,4.44,2.69,0.81,40.36,20.01,20.12,18.38,20.13,5,5,7,5,5,"0","2",0.9375,NA
"307","raplapla","Nunursus nounours raplaplus","marseille","9",11,"2",2,12.87,13.2,12.21,3.87,5.47,6.47,3.52,1.67,1.18,1.37,37.36,7.91,8.41,15.4,18.26,5,3,6,5,5,"1","2",NA,0.625
"323","Maman","Nunursus maman","saint_denis_la_reunion","2",13,"1",6,16,13.56,13.37,1.46,6.69,5.74,3.31,2.59,2.43,0.75,43.66,11.87,11.13,19.6,12.89,4,1,5,4,3,"0","1",0.25,0.75
"326","Chien","Nunursus chien","brest","10",35,"1",2,15.43,15.36,13.08,6.53,5.65,7.33,4.26,3.22,3.35,1.25,32.58,14.11,14.53,15.27,10.79,4,5,4,4,4,"1","2",0.625,NA
"327","Calinours","Nunursus calinus oursus","brest","8",8,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,4,"1","1",NA,0.75
"331","Clou","Nunursus cloume","bordeaux","9",7,"2",1,6.15,7.78,6.7,2.87,2.87,4.11,1.47,0.57,0.72,0.93,16.58,6.01,6.1,7.96,14.63,5,3,6,5,4,"1","2",0.75,0.75
"334","Tedy","Nunursus tedinum","bordeaux","11",27,"1",1,5.4,6.12,5.78,1.73,2.66,2.55,1.03,1.53,0.6,0.66,12.67,4.92,5.11,7.07,9.84,4,1,2,2,2,"1","2",0.125,0.625
"335","Eta civil","Nunursus etacivilus","marseille","14",15,"1",1,12.65,13.36,12.44,5.05,7.04,7.83,2.49,4.94,2.69,1.36,24.3,12.8,14.9,9.8,10.29,5,1,5,4,3,"1","1",0.625,NA
"339","Amoris","Nunursus amoris","saint_denis_la_reunion","15",46,"1",1,8.4,9.58,6.09,3.26,3.5,3.61,2.9,1.21,0.82,0.48,17.6,9.62,10.28,5.2,5.18,3,3,3,3,2,"1","1",0.625,NA
"342","Minuscule","Nunursus minusculus","saint_denis_la_reunion","8",26,"1",2,4.36,4.93,4.71,1.32,1.81,2.44,1.13,0.56,0.54,0.41,8.68,5.37,4.93,2.55,3.55,4,3,6,5,4,"1","1",0.875,NA
"344","Touffu","Nunursus touffix","toulouse_albi","9",46,"2",2,6.98,8.51,7.57,2.91,4.46,6.15,1.78,1.35,1.15,0.83,15.85,6.86,7.66,8.24,9.34,3,3,4,4,2,"0","1",0.5,NA
"348","Oncle Tom","Nunursus oncletum","toulouse_albi","15",8,"2",0,5.55,7.4,3.72,2.22,3.28,5.06,1.38,1.29,1.2,0.32,18.84,4.57,3.96,5.55,2.22,2,4,5,5,3,"1","7",0.75,0.625
"350","Gridou","Nunursus gridus","paris","15",36,"1",1,9.48,11.83,6.94,5.28,4.95,6.19,2.31,2.65,1.55,0.6,23.55,8.88,11.95,8.89,8.42,3,3,3,3,1,"1","1",0.6875,NA
"355","Doudou qui gratte pas","Nunursus doudous no grattus","brest","5",13,"1",2,7.62,7.95,8.04,1.85,3.4,5.27,1.58,2.17,1.55,0.62,23.7,18.33,3.05,3.38,2.25,4,2,4,4,3,"1","7",NA,0.5
"356","Nounours","Nunursus nunursum vecchium","marseille","8",15,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,5,5,"1","2",NA,1
"357","Lola","Nunursus lolus","limoges","14",16,"1",1,6.47,7.91,6.77,1.59,3.01,3.16,1.42,1.14,0.88,0.49,11.29,5.78,5.02,4.28,8.3,5,1,6,5,5,"1","1",0.25,NA
"362","Livre","Nunursus biblios","limoges","9",8,"1",1,9.58,10.73,9.73,3.67,3.99,4.95,2.19,1.56,1.36,1.06,18.57,10.03,7.97,10.28,8.87,5,3,4,4,1,"0","2",0.5,NA
"363","Thibault","Nunursus thibault","saint_denis_la_reunion","15",4,"2",6,10.98,13.63,9.37,5.94,4.31,5.85,1.94,2.89,3.62,0.41,33.41,12.79,10.88,17.41,11.35,3,3,4,4,4,"0","2",NA,0.75
"367","Teddy","Nunursus ursus tedius","brest","15",45,"2",1,24.17,28.81,28.19,12.75,13.06,14.9,4.54,7.01,3.66,2.07,59.87,21.92,24.54,24.41,27.73,4,3,5,4,4,"1","1",NA,0.875
"369","Petit","Nunursus minus","toulouse_albi","7",28,"1",0,2.61,2.75,2.69,0.89,1.36,1.53,0.93,0.61,0.51,0.26,6.37,2.27,1.99,3.81,4.13,3,2,5,2,4,"0","2",0,NA
"374","ourson lulu","Nunursus oursus magnus caius","le_mans","8",7,"2",1,21.22,23.96,24.77,6.29,7.91,11.97,6.98,2.85,1.86,2.33,45.37,24.18,23.02,24.89,23.2,5,3,6,5,1,"1","2",NA,0.5
"376","Geant","Nunursus gigantus","brest","9",47,"1",3,18.28,23.74,16.41,13.5,12.71,13.8,5.43,6.45,4.58,1.22,48.5,17.76,24.99,22.95,23.84,4,2,5,4,4,"1","2",NA,1
"381","Noiserre","Nunursus noisettum","marseille","8",10,"2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,3,"0","2",NA,0.625
"383","Cochon","Nunursus porqum","bordeaux","9",35,"2",1,17.75,17.74,16.3,7.28,7.85,8.85,5.24,1.44,1.43,1.55,33.2,18.33,16.83,11.12,17.52,4,3,4,3,4,"0","2",0.8125,NA
"390","Animus","Nunursus animus","paris","9",9,"2",0,7.68,9.03,6.11,4.1,4.52,5.45,1.99,2.73,2.64,0.74,14.49,9.54,8.57,7.2,7.38,3,3,5,4,3,"0","2",0.625,NA
"392","Bill","Nunursus billus","limoges","13",12,"1",1,4.67,7.09,4.47,2.39,2.83,4.02,1.86,1.03,0.84,0.3,16.3,9.93,14.34,6.15,3.71,5,1,6,5,2,"1","1",0.75,NA
"396","Petit","Nunursus ursaminor","paris","2",6,"2",1,6.62,6.99,5.48,0.87,2.62,3.79,1.64,0.51,0.64,0.63,13.72,6.06,6.15,6.43,5.03,2,2,3,3,1,"1","1",0.6875,NA
"398","Cole","Nunursus colum","marseille","7",6,"2",0,11.1,15.5,6.92,3.91,4.69,5.33,3.84,1.19,1.32,0.76,29.22,9.88,9.37,15.31,14.56,5,1,5,5,5,"1","2",NA,0.625
"405","Athlete","Nunursus nunursus superatleticus","marseille","8",9,"2",0,9.51,11.62,8.76,3.96,5.32,6.72,3.28,2.48,1.29,1.45,24.38,8.54,9.94,11.65,9.04,5,3,5,5,3,"0","1",NA,0.625
"406","Tristan","Nunursus molluscum tristunum","le_mans","10",10,"2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,5,4,"1","2",NA,0.5
"408","Tigresse","Nunursus tigrus","limoges","8",5,"NA",2,5.67,8.19,4.95,1.13,2.96,3.97,1.56,0.65,0.74,0.48,13.17,6.97,6.27,4.88,5.36,5,2,3,3,4,"1","2",0,NA
"410","Noisette","Nunursus noisetus","bordeaux","15",11,"2",0,6.91,9.39,5.88,4.1,3.78,4.49,1.99,0.87,0.58,0.56,18.09,7.17,8.61,8.36,9.72,4,2,4,4,4,"1","2",0.625,1
"411","Flemmard","Nunursus flemmards glandus","marseille","7",13,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,5,5,"0","1",NA,0.875
"417","Dudu","Nunursus dudus","angers","8",9,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,1,"1","2",NA,0.75
"424","Baloux","Nunursus baloux","brest","15",7,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,"1","1",NA,0.75
"430","Caramel","Nunursus caralemus","marseille","8",11,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,4,"1","2",NA,0.875
"432","Petit nounours","Nunursus rigolus","limoges","9",11,"1",1,19.82,18.16,10.84,12.77,12.27,12.03,5.41,7.26,4.07,1.51,53.51,19.16,20.72,25.33,20.94,3,5,3,4,2,"1","2",NA,1
"433","Sandrine","Nunursus nunursus maelissus damaius","marseille","7",22,"1",1,21.31,26.58,19.39,7.05,7.21,9.84,5.81,3.8,2.21,1.43,42.8,16.74,20.89,11.83,17.15,4,4,4,4,4,"0","2",0.75,NA
"435","Petit mouton bleu","Nunursus moutus bleus tris mignus","le_mans","2",14,"2",2,5.55,6.08,2.8,1.05,2.4,2.46,1.92,0.64,0.59,0.57,9.81,3.13,2.61,4.52,5.16,4,2,3,4,5,"1","1",0.625,1
"436","Nocibe","Nunursus nocibus","toulouse_albi","15",37,"2",4,10.74,12.87,9.57,3.33,5.34,6.38,2.04,1.2,1.18,0.76,25.5,9.24,10.9,9.99,7.99,5,3,6,5,3,"1","1",0.6875,NA
"437","Calvin","Nunursus calvisum","marseille","7",34,"2",2,9.4,11.35,8.95,4.21,4.6,5.12,2.49,3.07,2.3,1.07,22.63,9.15,11.44,9.92,10.45,4,1,5,3,3,"1","2",0.625,NA
"438","Dartagnan","Nunursus dartagnum","brest","7",13,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,4,"1","2",NA,0.875
"439","docteur bebe","Nunursus docturus bebus","le_mans","7",15,"1",1,12.76,12.69,8.94,2.17,4.2,6.34,3.94,1.27,1.18,1.07,24.52,9.67,7.83,10.16,9.02,5,2,6,4,3,"1","2",1,NA
"444","Nounours","Nunursus doudus","brest","8",8,"1",1,22.55,22.98,15.76,9.7,8.72,10.34,5.02,4.28,2.94,1.96,51.16,18.95,22.56,18.74,23.58,4,4,4,4,3,"1","2",0.5,0.625
"447","Coco","Nunursus coucous coquin","brest","9",6,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,"0","1",NA,1
"449","Ligo ligo","Nunursus ligus ligus","brest","7",8,"1",2,17.68,20.09,15.35,7.93,8.01,9.79,4.65,4.5,4.89,2.15,52.02,15.66,21.64,20.61,24.43,4,4,4,4,4,"1","2",0.5,1
"452","Petite ourse","Nunursus dentellus azurus","marseille","9",40,"1",10,7.36,6.29,3.61,1.3,2.8,2.76,2.1,1.35,1.27,0.93,14.77,3.61,2.62,6.53,3.78,2,1,1,2,3,"1","2",0.125,1
"453","castels roc","Nunursus ecolus castels rocus","marseille","13",44,"1",2,12.42,16.07,5.83,3.2,5.4,10.09,3.12,3.35,2.35,1.38,30.22,10.57,7.95,10.94,11.57,4,1,4,4,3,"1","2",0.5,NA
"455","Max","Nunursus strabismus","marseille","9",7,"1",1,6.56,9.21,6.17,2.8,4.49,4.75,2.01,1.27,0.75,1.3,16.19,6.43,8.08,4.57,4.84,4,3,4,4,2,"0","1",0.25,NA
"462","Lisa","Nunursus lisa homard","brest","12",5,"1",1,5.37,6.32,4.84,2.17,2.76,2.87,1.19,1.22,0.69,0.9,11.67,5.24,5.78,4.62,4.95,3,3,4,4,3,"0","1",1,NA
"470","Kung fu panda","Nunursus kungfupandus","toulouse_albi","7",9,"2",0,10.83,13.89,10.48,3.61,4.68,5.66,2.93,1.79,0.84,1.28,22.27,11.8,13.16,5.63,8.74,3,3,4,4,3,"1","1",0.5,NA
"473","Kawaii","Nunursus kawaiius","paris","9",13,"2",0,9.44,10.79,5.6,3.21,6.43,6.34,2.56,3.49,3.24,0.79,19.41,11.15,6.99,8.78,6.01,4,3,5,4,2,"0","2",0.75,NA
"475","Falco","Nunursus feinientus","angers","3",5,"2",1,14.15,16.04,13.62,4.55,6,8.17,4.15,2.57,2.02,1.48,28.93,11.65,12.03,13.55,12.33,5,3,5,5,4,"1","2",NA,1
"476","Grosse tete","Nunursus hypercephalus","toulouse_albi","8",16,"3",1,8.5,10.45,6.01,1.21,2.71,5.52,1.39,2.08,1.27,0.69,14.12,5.78,4.67,3.85,5.28,3,3,6,4,2,"0","1",0.75,NA
"478","Eric","Nunursus flat ericus","marseille","7",8,"1",0,9.84,8.71,5.28,3.1,4.65,5.77,2.86,1.92,0.94,1.3,19.67,7.9,8.42,7.51,7.8,5,3,3,3,4,"0","2",0.125,NA
"481","oso","Nunursus osous equatorus","brest","9",11,"1",0,8.97,9.68,6.42,5.06,5.63,6.12,2.85,2.45,1.81,0.93,23.1,8.74,11.54,8.68,11.11,2,4,4,3,4,"1","1",0.5,0.875
"483","Ninnin","Nunursus peticoutus","brest","8",19,"2",0,12.37,10.55,8,0.68,2.84,2.66,3.42,0.6,0.49,0.46,28.16,7.8,14.52,13.57,12.63,3,1,1,1,1,"0","2",NA,0.25
"484","Yoyo","Nunursus yoyus","bordeaux","9",26,"2",1,5.26,5.95,4.92,1.74,2.96,3.05,0.86,1.18,0.75,0.8,11.9,5.75,5.46,5.24,5.59,4,2,3,3,3,"1","2",0.375,NA
"489","Bruneus","Nunursus nunursus bruneus","marseille","10",9,"1",2,9.58,7.72,6.17,5.29,4.74,4.9,2.36,0.94,0.95,0.6,30.25,10.91,11.08,9.62,7.6,2,3,1,1,1,"0","1",0.375,NA
"493","Pyjamus","Nunursus pyjamus","marseille","1",21,"1",3,8.55,11.82,5.89,4.8,4.31,6.39,1.6,2.64,2.07,0.38,21.11,10.86,13.25,6.53,8.81,3,5,4,3,2,"1","2",0.625,NA
"496","Moumoute","Nunursus polarus","saint_denis_la_reunion","16",34,"1",4,13.09,12.83,9.42,1.38,4.36,5.81,2.38,3.47,2.05,1.1,34.79,10.38,12.27,9.2,10.63,5,2,6,5,5,"0","4",NA,1
"501","Hochet","Nunursus hochetum","marseille","4",3,"2",1,12.52,12.75,10.69,1.91,4.27,4.37,3.21,2.52,1.62,1.18,24.56,10.97,12.98,8.2,6.82,3,2,2,3,3,"1","1",0,NA
"502","Orus","Nunursus orus antilagrimus","bordeaux","3",31,"1",2,5.17,5.96,4.21,1.54,2.29,3.05,1.39,0.84,0.51,0.55,13.82,6.39,10.14,5.4,3.3,4,1,4,4,1,"1","2",0.3125,NA
"503","Teddy","Nunursus teddyus","marseille","9",8,"2",0,10.4,10.76,4.08,2.6,4.44,5.9,2.27,1.71,1.55,1.18,20.12,6.68,7.66,6.56,8.66,4,2,4,4,4,"1","1",0.125,0.75
"507","Romain","Nunursus romanus","bordeaux","8",21,"1",0,8.67,10.37,6.93,2.78,4.41,5.32,2.17,1.75,1.01,0.84,19.42,8.35,9.81,7.45,9.12,5,3,7,5,3,"1","2",0.75,NA
"508","Victoria","Nunursus tigrus bengali","brest","7",9,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,2,"1","2",NA,1
"509","Petit ours aveugle","Nunursus aveuglus","bordeaux","2",25,"1",3,3.98,4.79,1.74,0.25,0.54,0.65,1.52,0.11,0.09,0.03,9.32,4.06,4.34,2.14,3.72,2,2,2,2,1,"0","2",0,NA
"510","Asie","Nunursus asiatux","marseille","7",11,"2",1,9.46,11.58,8.04,3.83,4.36,5.21,1.88,2.17,1.31,1.43,20.4,9.92,9.96,6.43,7.13,3,3,4,3,1,"0","1",0.625,0.625
"511","petit doudou","Nunursus petit doudoumus","marseille","8",14,"1",1,12.39,12.61,8.46,3.29,4.92,5.26,0.3,1.78,1.5,0.99,33.96,8.68,8.02,11.49,14.39,5,2,6,3,5,"1","2",NA,1
"512","Sisou ratapla","Nunursus rataplus","brest","5",5,"1",1,11.84,15.77,9.1,4.82,5.9,7.07,3.56,2.87,2.15,1.27,26.17,9.85,11.51,7.37,9.4,3,3,3,4,1,"0","1",0.625,0.875
"514","Teddy","Nunursus teddyolus","marseille","9",49,"1",2,12.25,12.82,8.83,3.89,6.46,7.38,4.03,1.83,1.45,1.46,27.96,10.16,12.82,14.23,14.31,5,4,6,5,4,"0","2",0.75,NA
"516","iberna","Nunursus ibernatus","bordeaux","7",30,"1",1,8.11,8.59,3.96,2.68,4.75,4.61,2.68,3.06,1.99,0.93,19.71,8.03,9.65,12.16,20.48,4,3,6,5,3,"1","2",1,NA
"524","Timothe","Nunursus timotheus frateis","paris","8",39,"1",1,28.01,31.13,22.69,2.93,9.77,14.13,8.4,2.07,1.95,2.08,65.92,25.23,30.95,29.18,27.99,3,4,4,4,2,"0","2",NA,0.875
